,TICKER,CIK,YEAR,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END,YEAR-1 REVENUE,REVENUE,YEAR+1 REVENUE,YEAR-1 NET INCOME,NET INCOME,YEAR+1 NET INCOME,Y-1 PROFIT MARGIN,Y PROFIT MARGIN,Y+1 PROFIT MARGIN,CURRENT REVENUE YOY,NEXT REVENUE YOY,CURRENT PROFIT MARGIN YOY,NEXT PROFIT MARGIN YOY,YEAR-1 ROE,ROE,YEAR+1 ROE,YEAR-1 ASSET,ASSET,YEAR+1 ASSET
1645,J US,0000052988,2008,0001193125-08-244600,10-K,2008-09-30,2008-11-26,20081126,JACOBS ENGINEERING GROUP INC /DE/,0930,5635.0,11252.16,11467.38,131.61,420.74,399.85,0.0233558118899733,0.0373919318601939,0.0348684703916675,0.0704905532491739,-1.0,0.0140361199702205,-0.0025234614685264,12.12526033,20.58017384,16.4175354,2378.859,4278.238,4428.614
1646,J US,0000052988,2009,0001193125-09-239188,10-K,2009-10-02,2009-11-20,20091120,JACOBS ENGINEERING GROUP INC /DE/,0930,11252.16,11467.38,9915.52,420.74,399.85,245.97,0.0373919318601939,0.0348684703916675,0.0248065658684567,1.0,0.1307173135615827,-0.0025234614685264,-0.0100619045232107,20.58017384,16.4175354,8.96903369,4278.238,4428.614,4683.917
1647,J US,0000052988,2010,0001193125-10-267422,10-K,2010-10-01,2010-11-23,20101123,JACOBS ENGINEERING GROUP INC /DE/,1001,11467.38,9915.52,10381.66,399.85,245.97,331.03,0.0348684703916675,0.0248065658684567,0.0318860374930406,0.1307173135615827,0.1007180037661887,-0.0100619045232107,0.0070794716245838,16.4175354,8.96903369,10.72673588,4428.614,4683.917,6199.226
1648,J US,0000052988,2011,0001193125-11-318681,10-K,2011-09-30,2011-11-21,20111121,JACOBS ENGINEERING GROUP INC /DE/,0930,9915.52,10381.66,12695.16,245.97,331.03,328.11,0.0248065658684567,0.0318860374930406,0.0258452827691813,0.1007180037661887,0.1359527256925723,0.0070794716245838,-0.0060407547238592,8.96903369,10.72673588,7.55804418,4683.917,6199.226,8453.659
1649,J US,0000052988,2014,0000052988-14-000173,10-K,2014-09-26,2014-11-24,20141121,JACOBS ENGINEERING GROUP INC /DE/,0926,10381.66,12695.16,12114.83,331.03,328.11,302.97,0.0318860374930406,0.0258452827691813,0.0250081924385236,0.1359527256925723,0.0706374582863891,-0.0060407547238592,-0.0008370903306576,10.72673588,7.55804418,6.91635658,6199.226,8453.659,7785.926
1650,J US,0000052988,2015,0000052988-15-000155,10-K,2015-10-02,2015-11-24,20151123,JACOBS ENGINEERING GROUP INC /DE/,1002,12695.16,12114.83,10964.16,328.11,302.97,210.46,0.0258452827691813,0.0250081924385236,0.019195268949012,0.0706374582863891,0.1255099366212754,-0.0008370903306576,-0.0058129234895116,7.55804418,6.91635658,4.919071719,8453.659,7785.926,7360.022
1651,J US,0000052988,2016,0001564590-16-029571,10-K,2016-09-30,2016-11-22,20161122,JACOBS ENGINEERING GROUP INC /DE/,0930,12114.83,10964.16,6330.13,302.97,210.46,293.73,0.0250081924385236,0.019195268949012,0.0464018906404765,0.1255099366212754,0.0,-0.0058129234895116,0.0272066216914645,6.91635658,4.919071719,6.686506485,7785.926,7360.022,7380.859
1652,J US,0000052988,2017,0001564590-17-024192,10-K,2017-09-29,2017-11-21,20171121,JACOBS ENGINEERING GROUP INC /DE/,0930,10964.16,6330.13,10579.77,210.46,293.73,163.43,0.019195268949012,0.0464018906404765,0.0154474057564578,0.0,-0.0146381869850346,0.0272066216914645,-0.0309544848840187,4.919071719,6.686506485,3.163041758,7360.022,7380.859,12645.795
1653,J US,0000052988,2018,0000052988-18-000036,10-K,2018-09-28,2018-11-21,20181121,JACOBS ENGINEERING GROUP INC /DE/,0929,6330.13,10579.77,12737.87,293.73,163.43,847.98,0.0464018906404765,0.0154474057564578,0.0665715696580354,-0.0146381869850346,0.091344403685139,-0.0309544848840187,0.0511241639015776,6.686506485,3.163041758,14.63854032,7380.859,12645.795,11462.711
1654,J US,0000052988,2019,0000052988-19-000069,10-K,2019-09-27,2019-11-25,20191125,JACOBS ENGINEERING GROUP INC /DE/,0927,10579.77,12737.87,13566.98,163.43,847.98,491.85,0.0154474057564578,0.0665715696580354,0.0362534624507443,0.091344403685139,0.1407256305647499,0.0511241639015776,-0.030318107207291,3.163041758,14.63854032,8.529537086,12645.795,11462.711,12354.353
1655,J US,0000052988,2020,0000052988-20-000070,10-K,2020-10-02,2020-11-24,20201124,JACOBS ENGINEERING GROUP INC /DE/,1002,12737.87,13566.98,14092.63,847.98,491.85,477.03,0.0665715696580354,0.0362534624507443,0.0338496079156268,0.1407256305647499,0.1149637294044874,-0.030318107207291,-0.0024038545351175,14.63854032,8.529537086,7.140725056,11462.711,12354.353,14632.609
1656,J US,0000052988,2021,0000052988-21-000065,10-K,2021-10-01,2021-11-23,20211123,JACOBS ENGINEERING GROUP INC /DE/,1001,13566.98,14092.63,14922.83,491.85,477.03,644.04,0.0362534624507443,0.0338496079156268,0.0431580336973616,0.1149637294044874,0.0607139614876383,-0.0024038545351175,0.0093084257817348,8.529537086,7.140725056,10.73389657,12354.353,14632.609,14660.419
1657,J US,0000052988,2022,0000052988-22-000111,10-K,2022-09-30,2022-11-21,20221121,JACOBS SOLUTIONS INC.,0930,14092.63,14922.83,16352.41,477.03,644.04,665.78,0.0338496079156268,0.0431580336973616,0.0407144879562095,0.0607139614876383,0.071170451519647,0.0093084257817348,-0.0024435457411521,7.140725056,10.73389657,10.56262769,14632.609,14660.419,14617.109
1658,J US,0000052988,2023,0000052988-23-000084,10-K,2023-09-29,2023-11-21,20231121,JACOBS SOLUTIONS INC.,0929,14922.83,16352.41,0.0,644.04,665.78,0.0,0.0431580336973616,0.0407144879562095,0.0,0.071170451519647,0.0315962357954545,-0.0024435457411521,0.0,10.73389657,10.56262769,0,14660.419,14617.109,0
1659,JBL US,0000898293,2007,0001193125-07-225859,10-K,2007-08-31,2007-10-25,20071025,JABIL CIRCUIT INC,0831,0.0,12290.59,12779.7,0.0,73.24,133.89,0.0,0.005959030445243,0.0104767717552055,0.0315962357954545,0.0216869336224924,0.0,0.0045177413099624,0,3.091762505,5.190883968,0,6295.232,7032.137
1660,JBL US,0000898293,2008,0001193125-08-219096,10-K,2008-08-31,2008-10-29,20081029,JABIL CIRCUIT INC,0831,12290.59,12779.7,11684.54,73.24,133.89,-1165.21,0.005959030445243,0.0104767717552055,-0.0997223681890771,0.0216869336224924,0.086810030407938,0.0045177413099624,-0.1101991399442827,3.091762505,5.190883968,-56.1427955,6295.232,7032.137,5317.858
1661,JBL US,0000898293,2009,0000950123-09-052410,10-K,2009-08-31,2009-10-22,20091022,JABIL CIRCUIT INC,0831,12779.7,11684.54,13409.41,133.89,-1165.21,168.84,0.0104767717552055,-0.0997223681890771,0.0125911580002401,0.086810030407938,0.0972757217593489,-0.1101991399442827,0.1123135261893173,5.190883968,-56.1427955,11.20666081,7032.137,5317.858,6367.747
1662,JBL US,0000898293,2010,0000950123-10-094969,10-K,2010-08-31,2010-10-21,20101021,JABIL CIRCUIT INC,0831,11684.54,13409.41,16518.83,-1165.21,168.84,381.06,-0.0997223681890771,0.0125911580002401,0.0230682197225832,0.0972757217593489,0.0785938294626207,0.1123135261893173,0.0104770617223431,-56.1427955,11.20666081,22.12160459,5317.858,6367.747,7057.94
1663,JBL US,0000898293,2011,0001193125-11-284229,10-K,2011-08-31,2011-10-27,20111027,JABIL CIRCUIT INC,0831,13409.41,16518.83,16140.71,168.84,381.06,394.69,0.0125911580002401,0.0230682197225832,0.0244530754842878,0.0785938294626207,0.0920610597041315,0.0104770617223431,0.0013848557617046,11.20666081,22.12160459,19.87257869,6367.747,7057.94,7803.141
1664,JBL US,0000898293,2012,0001193125-12-435503,10-K,2012-08-31,2012-10-25,20121025,JABIL CIRCUIT INC,0831,16518.83,16140.71,17249.49,381.06,394.69,371.48,0.0230682197225832,0.0244530754842878,0.0215357091716914,0.0920610597041315,0.1749090015051481,0.0013848557617046,-0.0029173663125964,22.12160459,19.87257869,16.73212706,7057.94,7803.141,9153.781
1665,JBL US,0000898293,2013,0001193125-13-413660,10-K,2013-08-31,2013-10-28,20131028,JABIL CIRCUIT INC,0831,16140.71,17249.49,18353.09,394.69,371.48,254.1,0.0244530754842878,0.0215357091716914,0.0138450800382932,0.1749090015051481,0.1583481771458028,-0.0029173663125964,-0.0076906291333981,19.87257869,16.73212706,10.69192327,7803.141,9153.781,10322.677
1666,JBL US,0000898293,2016,0001193125-16-742815,10-K,2016-08-31,2016-10-20,20161020,JABIL CIRCUIT INC,0831,17249.49,18353.09,19063.12,371.48,254.1,129.09,0.0215357091716914,0.0138450800382932,0.0067717141790011,0.1583481771458028,0.0675731646060435,-0.0076906291333981,-0.0070733658592921,16.73212706,10.69192327,5.388083733,9153.781,10322.677,11095.995
1667,JBL US,0000898293,2017,0001193125-17-313834,10-K,2017-08-31,2017-10-19,20171019,JABIL INC,0831,18353.09,19063.12,22095.42,254.1,129.09,86.33,0.0138450800382932,0.0067717141790011,0.0039071445575598,0.0675731646060435,-1.0,-0.0070733658592921,-0.0028645696214412,10.69192327,5.388083733,4.011830555,10322.677,11095.995,12045.641
1668,JBL US,0000898293,2018,0001193125-18-303041,10-K,2018-08-31,2018-10-19,20181019,JABIL INC,0831,19063.12,22095.42,25282.32,129.09,86.33,287.11,0.0067717141790011,0.0039071445575598,0.0113561571881061,1.0,0.0933360046079486,-0.0028645696214412,0.0074490126305462,5.388083733,4.011830555,14.96265993,11095.995,12045.641,12970.475
1669,JBL US,0000898293,2019,0001193125-19-271646,10-K,2019-08-31,2019-10-22,20191022,JABIL INC,0831,22095.42,25282.32,27266.44,86.33,287.11,53.91,0.0039071445575598,0.0113561571881061,0.0019771558003171,0.0933360046079486,0.1358742956617343,0.0074490126305462,-0.0093790013877889,4.011830555,14.96265993,2.915086323,12045.641,12970.475,14397.416
1670,JBL US,0000898293,2020,0001193125-20-274411,10-K,2020-08-31,2020-10-22,20201022,JABIL INC,0831,25282.32,27266.44,29285.0,287.11,53.91,696.0,0.0113561571881061,0.0019771558003171,0.0237664333276421,0.1358742956617343,-0.0349667271627343,-0.0093790013877889,0.0217892775273249,14.96265993,2.915086323,35.26386083,12970.475,14397.416,16654.0
1671,JBL US,0000898293,2021,0001193125-21-305429,10-K,2021-08-31,2021-10-22,20211022,JABIL INC,0831,27266.44,29285.0,33478.0,53.91,696.0,996.0,0.0019771558003171,0.0237664333276421,0.0297508811756974,-0.0349667271627343,-0.0050150451354061,0.0217892775273249,0.0059844478480553,2.915086323,35.26386083,43.42707652,14397.416,16654.0,19717.0
1672,JBL US,0000898293,2022,0001193125-22-268383,10-K,2022-08-31,2022-10-25,20221025,JABIL INC,0831,29285.0,33478.0,34702.0,696.0,996.0,818.0,0.0237664333276421,0.0297508811756974,0.0235721284075845,-0.0050150451354061,-0.0046832997311828,0.0059844478480553,-0.0061787527681128,35.26386083,43.42707652,30.76923077,16654.0,19717.0,19424.0
1673,JBL US,0000898293,2023,0001193125-23-259599,10-K,2023-08-31,2023-10-20,20231020,JABIL INC,0831,33478.0,34702.0,0.0,996.0,818.0,0.0,0.0297508811756974,0.0235721284075845,0.0,-0.0046832997311828,0.0318190450066465,-0.0061787527681128,0.0,43.42707652,30.76923077,0,19717.0,19424.0,0
1674,JCI US,0000833444,2004,0001047469-04-036967,10-K,2004-09-30,2004-12-14,20041214,TYCO INTERNATIONAL LTD /BER/,0930,0.0,38411.0,39305.0,0.0,2879.0,3019.0,0.0,0.0749524875686652,0.07680956621295,0.0318190450066465,0.0999775055724831,0.0,0.0018570786442847,0,10.16219269,9.613578104,0,63667.0,62686.0
1675,JCI US,0000833444,2005,0001047469-05-028024,10-K,2005-09-30,2005-12-09,20051209,TYCO INTERNATIONAL LTD /BER/,0930,38411.0,39305.0,17336.0,2879.0,3019.0,3590.0,0.0749524875686652,0.07680956621295,0.2070835256114443,0.0999775055724831,0.0592303402119353,0.0018570786442847,0.1302739593984944,10.16219269,9.613578104,10.57406262,63667.0,62686.0,63011.0
1676,JCI US,0000833444,2006,0001047469-06-014899,10-K,2006-09-29,2006-12-11,20061211,TYCO INTERNATIONAL LTD /BER/,0930,39305.0,17336.0,18477.0,3019.0,3590.0,-1742.0,0.07680956621295,0.2070835256114443,-0.094279374357309,0.0592303402119353,0.0782961246840775,0.1302739593984944,-0.3013628999687535,9.613578104,10.57406262,-6.829899433,62686.0,63011.0,32815.0
1677,JCI US,0000833444,2007,0001047469-07-009551,10-K,2007-09-28,2007-11-27,20071127,TYCO INTERNATIONAL LTD /BER/,0929,17336.0,18477.0,20199.0,3590.0,-1742.0,1553.0,0.2070835256114443,-0.094279374357309,0.0768849943066488,0.0782961246840775,0.6021778407148787,-0.3013628999687535,0.1711643686639579,10.57406262,-6.829899433,9.98136127,63011.0,32815.0,28804.0
1678,JCI US,0000833444,2008,0001047469-08-012419,10-K,2008-09-26,2008-11-19,20081119,TYCO INTERNATIONAL LTD /BER/,0929,18477.0,20199.0,10557.0,-1742.0,1553.0,1719.0,-0.094279374357309,0.0768849943066488,0.1628303495311168,0.6021778407148787,0.1388152347281907,0.1711643686639579,0.0859453552244679,-6.829899433,9.98136127,12.1772394,32815.0,28804.0,26702.0
1679,JCI US,0000833444,2011,0001047469-11-009619,10-K,2011-09-30,2011-11-16,20111116,TYCO INTERNATIONAL LTD,0925,20199.0,10557.0,10058.0,1553.0,1719.0,536.0,0.0768849943066488,0.1628303495311168,0.0532909127063034,0.1388152347281907,0.0108566687779334,0.0859453552244679,-0.1095394368248133,9.98136127,12.1772394,10.62227507,28804.0,26702.0,12176.0
1680,JCI US,0000833444,2013,0000833444-13-000045,10-K,2013-09-27,2013-11-14,20131114,TYCO INTERNATIONAL LTD,0927,10557.0,10058.0,38749.0,1719.0,536.0,1215.0,0.1628303495311168,0.0532909127063034,0.0313556478876874,0.0108566687779334,-0.1032176077095505,-0.1095394368248133,-0.021935264818616,12.1772394,10.62227507,24.93586455,26702.0,12176.0,11809.0
1681,JCI US,0000833444,2014,0000833444-14-000124,10-K,2014-09-26,2014-11-14,20141113,TYCO INTERNATIONAL LTD,0927,10058.0,38749.0,17100.0,536.0,1215.0,1563.0,0.0532909127063034,0.0313556478876874,0.0914035087719298,-0.1032176077095505,0.1475919620539669,-0.021935264818616,0.0600478608842423,10.62227507,24.93586455,20.86503805,12176.0,11809.0,29622.0
1682,JCI US,0000833444,2015,0000833444-15-000091,10-K,2015-09-25,2015-11-13,20151113,TYCO INTERNATIONAL plc,0926,38749.0,17100.0,0.0,1215.0,1563.0,0.0,0.0313556478876874,0.0914035087719298,0.0,0.1475919620539669,-1.0,0.0600478608842423,0.0,24.93586455,20.86503805,0,11809.0,29622.0,0
1683,JKHY US,0000779152,2001,0000926236-01-500169,10-K,2001-06-30,2001-09-25,Not found,HENRY JACK & ASSOCIATES INC,0630,0.0,366.9,396.66,0.0,55.63,57.06,0.0,0.1516216952848187,0.1438511571623052,1.0,0.044337671429026,0.0,-0.0077705381225135,0,24.34356088,17.74290555,0,433.121002197266,486.141998291016
1684,JKHY US,0000779152,2002,0000926236-02-000174,10-K,2002-06-30,2002-09-26,Not found,HENRY JACK & ASSOCIATES INC,0630,366.9,396.66,467.42,55.63,57.06,62.31,0.1516216952848187,0.1438511571623052,0.1333062342218989,0.044337671429026,0.0225225774213599,-0.0077705381225135,-0.0105449229404062,24.34356088,17.74290555,15.42181344,433.121002197266,486.141998291016,653.614013671875
1685,JKHY US,0000779152,2004,0000926236-04-000130,10-K,2004-06-30,2004-08-30,20040830,HENRY JACK & ASSOCIATES INC,0630,396.66,467.42,592.21,57.06,62.31,89.92,0.1438511571623052,0.1333062342218989,0.1518380304283953,0.0225225774213599,0.0596550614429253,-0.0105449229404062,0.0185317962064963,17.74290555,15.42181344,16.4638958,486.141998291016,653.614013671875,906.067
1686,JKHY US,0000779152,2006,0000926236-06-000116,10-K,2006-06-30,2006-09-12,20060912,HENRY JACK & ASSOCIATES INC,0630,467.42,592.21,666.47,62.31,89.92,104.68,0.1333062342218989,0.1518380304283953,0.1570663345686977,0.0596550614429253,0.1359837577611805,0.0185317962064963,0.0052283041403024,15.42181344,16.4638958,nan,653.614013671875,906.067,nan
1687,JKHY US,0000779152,2007,0000926236-07-000089,10-K,2007-06-30,2007-08-30,20070830,HENRY JACK & ASSOCIATES INC,0630,592.21,666.47,742.93,89.92,104.68,104.22,0.1518380304283953,0.1570663345686977,0.1402823953804531,0.1359837577611805,-1.0,0.0052283041403024,-0.0167839391882446,16.4638958,nan,nan,906.067,nan,1021.044
1688,JKHY US,0000779152,2008,0000926236-08-000050,10-K,2008-06-30,2008-08-29,20080828,HENRY JACK & ASSOCIATES INC,0630,666.47,742.93,745.59,104.68,104.22,103.1,0.1570663345686977,0.1402823953804531,0.1382797516061105,1.0,-0.1915004923682914,-0.0167839391882446,-0.0020026437743425,nan,nan,16.79244469,nan,1021.044,1050.7
1689,JKHY US,0000779152,2009,0000926236-09-000039,10-K,2009-06-30,2009-08-28,20090828,HENRY JACK & ASSOCIATES INC,0630,742.93,745.59,0.0,104.22,103.1,0.0,0.1402823953804531,0.1382797516061105,0.0,-0.1915004923682914,0.3274844897803827,-0.0020026437743425,0.0,nan,16.79244469,0,1021.044,1050.7,0
1690,JNJ US,0000200406,2019,0000200406-20-000010,10-K,2019-12-29,2020-02-18,20200218,JOHNSON & JOHNSON,1229,0.0,82059.0,82584.0,0.0,15119.0,14714.0,0.0,0.1842454819093579,0.1781701055894604,0.3274844897803827,0.1418126559050378,0.0,-0.0060753763198974,0,25.36255588,23.97412606,0,157728.0,174894.0
1691,JNJ US,0000200406,2021,0000200406-21-000008,10-K,2021-01-03,2021-02-22,20210222,JOHNSON & JOHNSON,0103,82059.0,82584.0,93775.0,15119.0,14714.0,20878.0,0.1842454819093579,0.1781701055894604,0.2226392961876832,0.1418126559050378,0.0171006704668156,-0.0060753763198974,0.0444691905982228,25.36255588,23.97412606,30.41201448,157728.0,174894.0,182018.0
1692,JNJ US,0000200406,2022,0000200406-22-000022,10-K,2022-01-02,2022-02-17,20220217,JOHNSON & JOHNSON,0102,82584.0,93775.0,165149.0,14714.0,20878.0,53094.0,0.1781701055894604,0.2226392961876832,0.3214915016136943,0.0171006704668156,0.1467015603397196,0.0444691905982228,0.098852205426011,23.97412606,30.41201448,72.08455534,174894.0,182018.0,354936.0
1693,JNJ US,0000200406,2023,0000200406-23-000016,10-K,2023-01-01,2023-02-16,20230216,JOHNSON & JOHNSON,0101,93775.0,165149.0,0.0,20878.0,53094.0,0.0,0.2226392961876832,0.3214915016136943,0.0,0.1467015603397196,0.1081901563105541,0.098852205426011,0.0,30.41201448,72.08455534,0,182018.0,354936.0,0
1694,KDP US,0001418135,2022,0001418135-23-000003,10-K,2022-12-31,2023-02-23,20230223,Keurig Dr Pepper Inc.,1231,0.0,14057.0,0.0,0.0,1436.0,0.0,0.0,0.1021555097104645,0.0,0.1081901563105541,-0.004701676672301,0.0,0.0,0,5.732763783,0,0,51837.0,0
1695,KEYS US,0001601046,2014,0001601046-14-000008,10-K,2014-10-31,2014-12-22,20141222,"Keysight Technologies, Inc.",1031,0.0,2933.0,2918.0,0.0,392.0,335.0,0.0,0.1336515513126491,0.114804660726525,-0.004701676672301,-0.0758359522926467,0.0,-0.0188468905861241,0,38.92750745,23.80106572,0,3050.0,3796.0
1696,KEYS US,0001601046,2016,0001601046-16-000077,10-K,2016-10-31,2016-12-19,20161219,"Keysight Technologies, Inc.",1031,2933.0,2918.0,3189.0,392.0,335.0,102.0,0.1336515513126491,0.114804660726525,0.0319849482596425,-0.0758359522926467,0.0899586008786753,-0.0188468905861241,-0.0828197124668825,38.92750745,23.80106572,5.336123463,3050.0,3796.0,5933.0
1697,KEYS US,0001601046,2017,0001601046-17-000033,10-K,2017-10-31,2017-12-20,20171220,"Keysight Technologies, Inc.",1031,2918.0,3189.0,3878.0,335.0,102.0,165.0,0.114804660726525,0.0319849482596425,0.0425477050025786,0.0899586008786753,0.029804468732438,-0.0828197124668825,0.0105627567429361,23.80106572,5.336123463,6.957621758,3796.0,5933.0,5824.0
1698,KEYS US,0001601046,2018,0001601046-18-000030,10-K,2018-10-31,2018-12-18,20181218,"Keysight Technologies, Inc.",1031,3189.0,3878.0,4303.0,102.0,165.0,621.0,0.0319849482596425,0.0425477050025786,0.144317917731815,0.029804468732438,0.1511638847594134,0.0105627567429361,0.1017702127292363,5.336123463,6.957621758,22.84347986,5933.0,5824.0,6623.0
1699,KEYS US,0001601046,2019,0001601046-19-000110,10-K,2019-10-31,2019-12-18,20191218,"Keysight Technologies, Inc.",1031,3878.0,4303.0,4221.0,165.0,621.0,627.0,0.0425477050025786,0.144317917731815,0.1485429992892679,0.1511638847594134,0.004609801549678,0.1017702127292363,0.0042250815574529,6.957621758,22.84347986,19.90160292,5824.0,6623.0,7218.0
1700,KEYS US,0001601046,2020,0001601046-20-000154,10-K,2020-10-31,2020-12-17,20201217,"Keysight Technologies, Inc.",1031,4303.0,4221.0,4941.0,621.0,627.0,894.0,0.144317917731815,0.1485429992892679,0.1809350333940498,0.004609801549678,0.1218595417859931,0.0042250815574529,0.0323920341047818,22.84347986,19.90160292,25.25067081,6623.0,7218.0,7781.0
1701,KEYS US,0001601046,2021,0001601046-21-000197,10-K,2021-10-31,2021-12-17,20211217,"Keysight Technologies, Inc.",1031,4221.0,4941.0,5420.0,627.0,894.0,1124.0,0.1485429992892679,0.1809350333940498,0.207380073800738,0.1218595417859931,-0.1226484879251577,0.0323920341047818,0.0264450404066882,19.90160292,25.25067081,28.29452486,7218.0,7781.0,8098.0
1702,KEYS US,0001601046,2022,0001601046-22-000161,10-K,2022-10-31,2022-12-15,20221215,"Keysight Technologies, Inc.",1031,4941.0,5420.0,5464.0,894.0,1124.0,1057.0,0.1809350333940498,0.207380073800738,0.1934480234260615,-0.1226484879251577,-1.0,0.0264450404066882,-0.0139320503746765,25.25067081,28.29452486,23.98184912,7781.0,8098.0,8683.0
1703,KEYS US,0001601046,2023,0001601046-23-000134,10-K,2023-10-31,2023-12-15,20231215,"Keysight Technologies, Inc.",1031,5420.0,5464.0,0.0,1124.0,1057.0,0.0,0.207380073800738,0.1934480234260615,0.0,1.0,-0.039665675024791,-0.0139320503746765,0.0,28.29452486,23.98184912,0,8098.0,8683.0,0
1704,KHC US,0001637459,2016,0001637459-16-000100,10-K,2016-01-03,2016-03-03,20160303,Kraft Heinz Co,0103,0.0,53747.0,24977.0,0.0,5357.0,1935.0,0.0,0.099670679293728,0.0774712735716859,-0.039665675024791,0.0075232335152677,0.0,-0.022199405722042,0,8.595974418,3.747095275,0,243453.0,101450.0
1705,KHC US,0001637459,2019,0001637459-20-000027,10-K,2019-12-28,2020-02-14,20200214,Kraft Heinz Co,1228,53747.0,24977.0,26185.0,5357.0,1935.0,356.0,0.099670679293728,0.0774712735716859,0.0135955699828145,0.0075232335152677,-0.3563689604685212,-0.022199405722042,-0.0638757035888713,8.595974418,3.747095275,0.699919391,243453.0,101450.0,99830.0
1706,KHC US,0001637459,2020,0001637459-21-000009,10-K,2020-12-26,2021-02-17,20210217,Kraft Heinz Co,1226,24977.0,26185.0,26042.0,1935.0,356.0,1012.0,0.0774712735716859,0.0135955699828145,0.0388603025881268,-0.3563689604685212,0.3289353958143767,-0.0638757035888713,0.0252647326053122,3.747095275,0.699919391,2.036196819,101450.0,99830.0,93394.0
1707,KHC US,0001637459,2021,0001637459-22-000018,10-K,2021-12-25,2022-02-17,20220217,Kraft Heinz Co,1225,26185.0,26042.0,0.0,356.0,1012.0,0.0,0.0135955699828145,0.0388603025881268,0.0,0.3289353958143767,0.2286888052036973,0.0252647326053122,0.0,0.699919391,2.036196819,0,99830.0,93394.0,0
1708,KIM US,0000879101,1999,0000889812-00-001375,10-K405,1999-12-31,2000-03-28,Not found,KIMCO REALTY CORP,1231,0.0,443.07,469.52,0.0,176.78,205.03,0.0,0.3989888730900309,0.4366800136309423,0.2286888052036973,-1.0,0.0,0.0376911405409113,0,10.52154063,13.49633942,0,3007.476,3171.348
1709,KIM US,0000879101,2000,0001125282-01-000957,10-K,2000-12-31,2001-03-16,Not found,KIMCO REALTY CORP,1231,443.07,469.52,460.52,176.78,205.03,236.54,0.3989888730900309,0.4366800136309423,0.513636758446973,1.0,0.0,0.0376911405409113,0.0769567448160307,10.52154063,13.49633942,14.05381467,3007.476,3171.348,3384.779
1710,KIM US,0000879101,2001,0001125282-02-000906,10-K405,2001-12-31,2002-03-22,Not found,KIMCO REALTY CORP,1231,469.52,460.52,464.26,205.03,236.54,245.67,0.4366800136309423,0.513636758446973,0.5291646921983372,0.0,-0.0136457097500116,0.0769567448160307,0.0155279337513641,13.49633942,14.05381467,13.66479984,3171.348,3384.779,3758.35
1711,KIM US,0000879101,2002,0001125282-03-002483,10-K,2002-12-31,2003-03-27,Not found,KIMCO REALTY CORP,1231,460.52,464.26,530.06,236.54,245.67,307.88,0.513636758446973,0.5291646921983372,0.5808399049164246,-0.0136457097500116,0.0560399625030498,0.0155279337513641,0.0516752127180873,14.05381467,13.66479984,15.66253622,3384.779,3758.35,4603.925
1712,KIM US,0000879101,2003,0001125282-04-000976,10-K,2003-12-31,2004-03-10,Not found,KIMCO REALTY CORP,1231,464.26,530.06,558.24,245.67,307.88,297.14,0.5291646921983372,0.5808399049164246,0.5322800229292061,0.0560399625030498,-0.1871501473383837,0.0516752127180873,-0.0485598819872185,13.66479984,15.66253622,14.19599895,3758.35,4603.925,4749.597
1713,KIM US,0000879101,2004,0001125282-05-001161,10-K,2004-12-31,2005-03-07,20050307,KIMCO REALTY CORP,1231,530.06,558.24,625.77,307.88,297.14,363.63,0.5808399049164246,0.5322800229292061,0.5810920945395273,-0.1871501473383837,0.1782047382304689,-0.0485598819872185,0.0488120716103211,15.66253622,14.19599895,16.47270905,4603.925,4749.597,5534.636
1714,KIM US,0000879101,2005,0001125282-06-001456,10-K,2005-12-31,2006-03-07,20060307,KIMCO REALTY CORP,1231,558.24,625.77,724.11,297.14,363.63,428.26,0.5322800229292061,0.5810920945395273,0.5914294789465688,0.1782047382304689,0.2142621341143408,0.0488120716103211,0.0103373844070415,14.19599895,16.47270905,15.41849234,4749.597,5534.636,7869.28
1715,KIM US,0000879101,2006,0000950123-07-002925,10-K,2006-12-31,2007-02-28,20070228,KIMCO REALTY CORP,1231,625.77,724.11,822.1,363.63,428.26,442.83,0.5810920945395273,0.5914294789465688,0.5386570976766817,0.2142621341143408,-0.1219445035046933,0.0103373844070415,-0.0527723812698871,16.47270905,15.41849234,13.11846347,5534.636,7869.28,9097.816
1716,KIM US,0000879101,2007,0001398432-08-000075,10-K,2007-12-31,2008-02-28,20080228,KIMCO REALTY CORP,1231,724.11,822.1,817.51,428.26,442.83,-3.94,0.5914294789465688,0.5386570976766817,-0.004819512911157,-0.1219445035046933,-0.049572276363059,-0.0527723812698871,-0.5434766105878387,15.41849234,13.11846347,-1.355592427,7869.28,9097.816,10183.079
1717,KIM US,0000879101,2009,0001398432-10-000145,10-K,2009-12-31,2010-03-01,20100301,KIMCO REALTY CORP,1231,822.1,817.51,1158.88,442.83,-3.94,410.61,0.5386570976766817,-0.004819512911157,0.3543162363661466,-0.049572276363059,0.1804976046978828,-0.5434766105878387,0.3591357492773037,13.11846347,-1.355592427,7.80568802,9097.816,10183.079,10997.867
