,TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END,YEAR-1 REVENUE,REVENUE,YEAR+1 REVENUE,YEAR-1 NET INCOME,INCOME,YEAR+1 NET INCOME,Y-1 PROFIT MARGIN,Y PROFIT MARGIN,Y+1 PROFIT MARGIN,CURRENT REVENUE YOY,NEXT REVENUE YOY,CURRENT PROFIT MARGIN YOY,NEXT PROFIT MARGIN YOY
2036,MLM,MLM US         d,916076,2017,0001193125-18-055887,10-K,20171231,20180223,20180223,MARTIN MARIETTA MATERIALS INC,1231,3818.75,3965.59,4739.1,425,713,612,0.11129296235679215,0.1797967011213968,0.129138444008356,0.03845237315875617,0.1950554646345185,0.06850373876460467,-0.05065825711304081
2037,MLM,MLM US         d,916076,2019,0001564590-20-005784,10-K,20191231,20200221,20200221,MARTIN MARIETTA MATERIALS INC,1231,3965.59,4739.1,4729.9,713,612,721,0.1797967011213968,0.129138444008356,0.15243451235755515,0.1950554646345185,-0.001941296870714002,-0.05065825711304081,0.023296068349199145
2038,MLM,MLM US         d,916076,2020,0001564590-21-006959,10-K,20201231,20210219,20210219,MARTIN MARIETTA MATERIALS INC,1231,4739.1,4729.9,5414,612,721,703,0.129138444008356,0.15243451235755515,0.12984854082009606,-0.001941296870714002,0.14463307892344457,0.023296068349199145,-0.022585971537459087
2039,MLM,MLM US         d,916076,2021,0001564590-22-005965,10-K,20211231,20220222,20220222,MARTIN MARIETTA MATERIALS INC,1231,4729.9,5414,6160.7,721,703,867.0,0.15243451235755515,0.12984854082009606,0.1407307611148084,0.14463307892344457,0.13792020687107495,-0.022585971537459087,0.010882220294712336
2040,MLM,MLM US         d,916076,2022,0000950170-23-004361,10-K,20221231,20230224,20230224,MARTIN MARIETTA MATERIALS INC,1231,5414,6160.7,0,703,867.0,0,0.12984854082009606,0.1407307611148084,,0.13792020687107495,-1.0,0.010882220294712336,
2041,MMC,MMC US         d,62709,2006,0001206774-07-000563,10-K,20061231,20070301,20070301,"MARSH & MCLENNAN COMPANIES, INC.",1231,0,10547,11350,0,990,2475,,0.09386555418602446,0.21806167400881057,inf,0.0761353939508865,,0.12419611982278611
2042,MMC,MMC US         d,62709,2007,0001193125-08-043337,10-K,20071231,20080229,20080229,"MARSH & MCLENNAN COMPANIES, INC.",1231,10547,11350,10550,990,2475,855,0.09386555418602446,0.21806167400881057,0.08104265402843602,0.0761353939508865,-0.07048458149779736,0.12419611982278611,-0.13701901998037455
2043,MMC,MMC US         d,62709,2010,0001193125-11-047795,10-K,20101231,20110228,20110225,"MARSH & MCLENNAN COMPANIES, INC.",1231,11350,10550,11526,2475,855,993,0.21806167400881057,0.08104265402843602,0.08615304528891203,-0.07048458149779736,0.09251184834123223,-0.13701901998037455,0.005110391260476008
2044,MMC,MMC US         d,62709,2011,0000062709-12-000016,10-K,20111231,20120228,20120228,"MARSH & MCLENNAN COMPANIES, INC.",1231,10550,11526,14024,855,993,1492,0.08104265402843602,0.08615304528891203,0.10638904734740445,0.09251184834123223,0.21672739892417145,0.005110391260476008,0.020236002058492422
2045,MMC,MMC US         d,62709,2017,0000062709-18-000007,10-K,20171231,20180222,20180222,"MARSH & MCLENNAN COMPANIES, INC.",1231,11526,14024,14950,993,1492,1650,0.08615304528891203,0.10638904734740445,0.11036789297658862,0.21672739892417145,0.06602966343411294,0.020236002058492422,0.003978845629184172
2046,MMC,MMC US         d,62709,2018,0000062709-19-000010,10-K,20181231,20190221,20190221,"MARSH & MCLENNAN COMPANIES, INC.",1231,14024,14950,16652,1492,1650,1742,0.10638904734740445,0.11036789297658862,0.10461205861157818,0.06602966343411294,0.11384615384615385,0.003978845629184172,-0.00575583436501044
2047,MMC,MMC US         d,62709,2019,0000062709-20-000010,10-K,20191231,20200220,20200220,"MARSH & MCLENNAN COMPANIES, INC.",1231,14950,16652,17224,1650,1742,2016,0.11036789297658862,0.10461205861157818,0.11704598235020901,0.11384615384615385,0.03435022820081672,-0.00575583436501044,0.012433923738630823
2048,MMC,MMC US         d,62709,2020,0000062709-21-000008,10-K,20201231,20210217,20210217,"MARSH & MCLENNAN COMPANIES, INC.",1231,16652,17224,19820,1742,2016,3143,0.10461205861157818,0.11704598235020901,0.15857719475277499,0.03435022820081672,0.15071992568509057,0.012433923738630823,0.04153121240256598
2049,MMC,MMC US         d,62709,2021,0000062709-22-000009,10-K,20211231,20220216,20220216,"MARSH & MCLENNAN COMPANIES, INC.",1231,17224,19820,20720.0,2016,3143,3050.0,0.11704598235020901,0.15857719475277499,0.1472007722007722,0.15071992568509057,0.045408678102926335,0.04153121240256598,-0.011376422552002774
2050,MMC,MMC US         d,62709,2022,0000062709-23-000014,10-K,20221231,20230213,20230213,"MARSH & MCLENNAN COMPANIES, INC.",1231,19820,20720.0,0,3143,3050.0,0,0.15857719475277499,0.1472007722007722,,0.045408678102926335,-1.0,-0.011376422552002774,
2051,MMM,MMM US        d,66740,2003,0000897101-04-000425,10-K,20031231,20040302,Not found,3M CO,1231,0,18232,20011,0,2403,2990,,0.13180122860903906,0.1494178201988906,inf,0.09757569109258446,,0.017616591589851543
2052,MMM,MMM US        d,66740,2004,0001104659-05-008057,10-K,20041231,20050224,20050224,3M CO,1231,18232,20011,29904,2403,2990,4444,0.13180122860903906,0.1494178201988906,0.14860888175494916,0.09757569109258446,0.49437809204937283,0.017616591589851543,-0.0008089384439414482
2053,MMM,MMM US        d,66740,2012,0001104659-13-010881,10-K,20121231,20130214,20130214,3M CO,1231,20011,29904,30871,2990,4444,4659,0.1494178201988906,0.14860888175494916,0.15091833759839332,0.49437809204937283,0.03233681112894596,-0.0008089384439414482,0.0023094558434441637
2054,MMM,MMM US        d,66740,2013,0001104659-14-009773,10-K,20131231,20140213,20140213,3M CO,1231,29904,30871,31821,4444,4659,4956,0.14860888175494916,0.15091833759839332,0.15574620533609881,0.03233681112894596,0.03077321758284474,0.0023094558434441637,0.0048278677377054935
2055,MMM,MMM US        d,66740,2014,0001104659-15-009560,10-K,20141231,20150212,20150212,3M CO,1231,30871,31821,30274,4659,4956,4833,0.15091833759839332,0.15574620533609881,0.15964193697562265,0.03077321758284474,-0.048615694038528015,0.0048278677377054935,0.003895731639523836
2056,MMM,MMM US        d,66740,2015,0001558370-16-003162,10-K,20151231,20160211,20160211,3M CO,1231,31821,30274,30109,4956,4833,5050,0.15574620533609881,0.15964193697562265,0.16772393636454216,-0.048615694038528015,-0.005450221312016912,0.003895731639523836,0.008081999388919514
2057,MMM,MMM US        d,66740,2016,0001558370-17-000479,10-K,20161231,20170209,20170209,3M CO,1231,30274,30109,31657,4833,5050,4858,0.15964193697562265,0.16772393636454216,0.15345737119752345,-0.005450221312016912,0.051413198711348765,0.008081999388919514,-0.014266565167018713
2058,MMM,MMM US        d,66740,2017,0001558370-18-000535,10-K,20171231,20180208,20180208,3M CO,1231,30109,31657,32765,5050,4858,5349,0.16772393636454216,0.15345737119752345,0.16325347169235466,0.051413198711348765,0.035000157942951006,-0.014266565167018713,0.009796100494831206
2059,MMM,MMM US        d,66740,2018,0001558370-19-000470,10-K,20181231,20190207,20190207,3M CO,1231,31657,32765,32136,4858,5349,4517,0.15345737119752345,0.16325347169235466,0.14055887478217574,0.035000157942951006,-0.019197314207233328,0.009796100494831206,-0.022694596910178916
2060,MMM,MMM US        d,66740,2019,0001558370-20-000581,10-K,20191231,20200206,20200206,3M CO,1231,32765,32136,32184,5349,4517,5449,0.16325347169235466,0.14055887478217574,0.16930773054934128,-0.019197314207233328,0.0014936519790888724,-0.022694596910178916,0.028748855767165543
2061,MMM,MMM US        d,66740,2020,0001558370-21-000737,10-K,20201231,20210204,20210204,3M CO,1231,32136,32184,35355,4517,5449,5921,0.14055887478217574,0.16930773054934128,0.16747277612784614,0.0014936519790888724,0.09852721849366144,0.028748855767165543,-0.001834954421495144
2062,MMM,MMM US        d,66740,2021,0000066740-22-000010,10-K,20211231,20220209,20220209,3M CO,1231,32184,35355,34229.0,5449,5921,5777.0,0.16930773054934128,0.16747277612784614,0.1687750153378714,0.09852721849366144,-0.03184839485221327,-0.001834954421495144,0.0013022392100252578
2063,MMM,MMM US        d,66740,2022,0000066740-23-000014,10-K,20221231,20230208,20230208,3M CO,1231,35355,34229.0,0,5921,5777.0,0,0.16747277612784614,0.1687750153378714,,-0.03184839485221327,-1.0,0.0013022392100252578,
2064,MNST,MNST US       d,865752,2006,0001104659-07-045794,10-K,20061231,20070606,20070606,HANSEN NATURAL CORP,1231,0,605.77,904.47,0,97.95,149.41,,0.16169503276821237,0.16519066414585337,inf,0.49309143734420663,,0.003495631377641001
2065,MNST,MNST US       d,865752,2007,0000865752-08-000013,10-K,20071231,20080229,20080229,HANSEN NATURAL CORP,1207,605.77,904.47,1033.78,97.95,149.41,108.03,0.16169503276821237,0.16519066414585337,0.10449999032676198,0.49309143734420663,0.14296770484372057,0.003495631377641001,-0.06069067381909139
2066,MNST,MNST US       d,865752,2008,0001104659-09-013530,10-K,20081231,20090302,20090302,HANSEN NATURAL CORP,1207,904.47,1033.78,1143.3,149.41,108.03,208.72,0.16519066414585337,0.10449999032676198,0.18255925828741362,0.14296770484372057,0.10594130279169647,-0.06069067381909139,0.07805926796065164
2067,MNST,MNST US       d,865752,2009,0001104659-10-010880,10-K,20091231,20100301,20100301,HANSEN NATURAL CORP,1207,1033.78,1143.3,1303.94,108.03,208.72,212.03,0.10449999032676198,0.18255925828741362,0.16260717517677192,0.10594130279169647,0.1405055540977872,0.07805926796065164,-0.0199520831106417
2068,MNST,MNST US       d,865752,2010,0001104659-11-011438,10-K,20101231,20110301,20110301,HANSEN NATURAL CORP,1207,1143.3,1303.94,1703.23,208.72,212.03,286.22,0.18255925828741362,0.16260717517677192,0.1680454195851412,0.1405055540977872,0.30621807751890423,-0.0199520831106417,0.005438244408369264
2069,MNST,MNST US       d,865752,2011,0001104659-12-014573,10-K,20111231,20120229,20120229,Monster Beverage Corp,1231,1303.94,1703.23,2060.7,212.03,286.22,340.02,0.16260717517677192,0.1680454195851412,0.1650021837239773,0.30621807751890423,0.20987770295262517,0.005438244408369264,-0.0030432358611638954
2070,MNST,MNST US       d,865752,2012,0001104659-13-016713,10-K,20121231,20130301,20130301,Monster Beverage Corp,1231,1703.23,2060.7,2246.43,286.22,340.02,338.66,0.1680454195851412,0.1650021837239773,0.15075475309713637,0.20987770295262517,0.0901295676226525,-0.0030432358611638954,-0.014247430626840918
2071,MNST,MNST US       d,865752,2013,0001104659-14-015320,10-K,20131231,20140303,20140303,Monster Beverage Corp,1231,2060.7,2246.43,2464.87,340.02,338.66,483.19,0.1650021837239773,0.15075475309713637,0.1960306223046246,0.0901295676226525,0.09723872989587927,-0.014247430626840918,0.04527586920748822
2072,MNST,MNST US       d,865752,2014,0001104659-15-015731,10-K,20141231,20150302,20150302,Monster Beverage Corp,1231,2246.43,2464.87,2722.56,338.66,483.19,546.73,0.15075475309713637,0.1960306223046246,0.20081467442407147,0.09723872989587927,0.10454506728549581,0.04527586920748822,0.00478405211944688
2073,MNST,MNST US       d,865752,2015,0001104659-16-100960,10-K,20151231,20160229,20160229,Monster Beverage Corp,1231,2464.87,2722.56,3049.39,483.19,546.73,712.69,0.1960306223046246,0.20081467442407147,0.23371559557813204,0.10454506728549581,0.12004510460742827,0.00478405211944688,0.03290092115406057
2074,MNST,MNST US       d,865752,2016,0001104659-17-013048,10-K,20161231,20170301,20170301,Monster Beverage Corp,1231,2722.56,3049.39,3369.05,546.73,712.69,820.68,0.20081467442407147,0.23371559557813204,0.24359389145308022,0.12004510460742827,0.10482752288162561,0.03290092115406057,0.009878295874948179
2075,MNST,MNST US       d,865752,2017,0001104659-18-014057,10-K,20171231,20180301,20180301,Monster Beverage Corp,1231,3049.39,3369.05,3807.18,712.69,820.68,993,0.23371559557813204,0.24359389145308022,0.2608229713331127,0.10482752288162561,0.13004556180525656,0.009878295874948179,0.0172290798800325
2076,MNST,MNST US       d,865752,2018,0001104659-19-011581,10-K,20181231,20190228,20190228,Monster Beverage Corp,1231,3369.05,3807.18,4200.82,820.68,993,1107.84,0.24359389145308022,0.2608229713331127,0.26371994039259,0.13004556180525656,0.1033941132281636,0.0172290798800325,0.0028969690594772834
2077,MNST,MNST US       d,865752,2019,0001104659-20-027209,10-K,20191231,20200228,20200228,Monster Beverage Corp,1231,3807.18,4200.82,4598.64,993,1107.84,1409.59,0.2608229713331127,0.26371994039259,0.3065232329558304,0.1033941132281636,0.09470055846239558,0.0028969690594772834,0.04280329256324039
2078,MNST,MNST US       d,865752,2020,0001104659-21-029943,10-K,20201231,20210301,20210301,Monster Beverage Corp,1231,4200.82,4598.64,0,1107.84,1409.59,0,0.26371994039259,0.3065232329558304,,0.09470055846239558,-1.0,0.04280329256324039,
2079,MO,MO US          d,764180,2020,0000764180-21-000037,10-K,20201231,20210226,20210226,"ALTRIA GROUP, INC.",1231,0,20841,0,0,4467,0,,0.21433712393839066,,inf,-1.0,,
2080,MOH,MOH US         d,1179929,2005,0001193125-06-053951,10-K,20051231,20060315,20060314,MOLINA HEALTHCARE INC,1231,0,1650.06,3112.37,0,27.6,59.63,,0.016726664484927822,0.019159033148372463,inf,0.8862162588027102,,0.0024323686634446402
2081,MOH,MOH US         d,1179929,2008,0000950134-09-005437,10-K,20081231,20090316,20090316,MOLINA HEALTHCARE INC,1231,1650.06,3112.37,3669.36,27.6,59.63,30.87,0.016726664484927822,0.019159033148372463,0.008412911243377591,0.8862162588027102,0.17896008507985883,0.0024323686634446402,-0.010746121904994872
2082,MOH,MOH US         d,1179929,2009,0000950123-10-025132,10-K,20091231,20100316,20100316,MOLINA HEALTHCARE INC,1231,3112.37,3669.36,4085.98,59.63,30.87,54.97,0.019159033148372463,0.008412911243377591,0.013453320867943553,0.17896008507985883,0.11354023589944837,-0.010746121904994872,0.005040409624565962
2083,MOH,MOH US         d,1179929,2010,0000950123-11-023069,10-K,20101231,20110308,20110308,MOLINA HEALTHCARE INC,1231,3669.36,4085.98,4769.94,30.87,54.97,20.82,0.008412911243377591,0.013453320867943553,0.004364834777795947,0.11354023589944837,0.16739191087572616,0.005040409624565962,-0.009088486090147606
2084,MOH,MOH US         d,1179929,2011,0001193125-12-089404,10-K,20111231,20120229,20120229,MOLINA HEALTHCARE INC,1231,4085.98,4769.94,6588.93,54.97,20.82,52.93,0.013453320867943553,0.004364834777795947,0.00803317078797316,0.16739191087572616,0.38134441942665964,-0.009088486090147606,0.0036683360101772127
2085,MOH,MOH US         d,1179929,2013,0001179929-14-000004,10-K,20131231,20140226,20140226,MOLINA HEALTHCARE INC,1231,4769.94,6588.93,9667,20.82,52.93,62,0.004364834777795947,0.00803317078797316,0.006413571945794973,0.38134441942665964,0.4671577934505298,0.0036683360101772127,-0.0016195988421781873
2086,MOH,MOH US         d,1179929,2014,0001179929-15-000007,10-K,20141231,20150226,20150226,MOLINA HEALTHCARE INC,1231,6588.93,9667,14178,52.93,62,143,0.00803317078797316,0.006413571945794973,0.010086048808012414,0.4671577934505298,0.4666390814109858,-0.0016195988421781873,0.0036724768622174416
2087,MOH,MOH US         d,1179929,2015,0001179929-16-000231,10-K,20151231,20160226,20160226,MOLINA HEALTHCARE INC,1231,9667,14178,0,62,143,0,0.006413571945794973,0.010086048808012414,,0.4666390814109858,-1.0,0.0036724768622174416,
2088,MPC,MPC US         d,1510295,2011,0001193125-12-088690,10-K,20111231,20120229,20120229,Marathon Petroleum Corp,1231,0,73524,76534,0,2389,3389,,0.03249279146945215,0.04428097316225468,inf,0.040939013111365,,0.011788181692802532
2089,MPC,MPC US         d,1510295,2012,0001193125-13-084698,10-K,20121231,20130228,20130228,Marathon Petroleum Corp,1231,73524,76534,93897,2389,3389,2112,0.03249279146945215,0.04428097316225468,0.022492731397169237,0.040939013111365,0.22686649071001125,0.011788181692802532,-0.021788241765085446
2090,MPC,MPC US         d,1510295,2013,0001510295-14-000004,10-K,20131231,20140228,20140228,Marathon Petroleum Corp,1231,76534,93897,91132,3389,2112,2524,0.04428097316225468,0.022492731397169237,0.027696089189307816,0.22686649071001125,-0.029447160186161433,-0.021788241765085446,0.005203357792138579
2091,MPC,MPC US         d,1510295,2014,0001510295-15-000007,10-K,20141231,20150227,20150227,Marathon Petroleum Corp,1231,93897,91132,64359,2112,2524,2852,0.022492731397169237,0.027696089189307816,0.04431392656815675,-0.029447160186161433,-0.2937826449545714,0.005203357792138579,0.01661783737884893
2092,MPC,MPC US         d,1510295,2015,0001510295-16-000078,10-K,20151231,20160226,20160226,Marathon Petroleum Corp,1231,91132,64359,63339,2524,2852,1174,0.027696089189307816,0.04431392656815675,0.01853518369409053,-0.2937826449545714,-0.01584859926350627,0.01661783737884893,-0.02577874287406622
2093,MPC,MPC US         d,1510295,2016,0001510295-17-000017,10-K,20161231,20170224,20170224,Marathon Petroleum Corp,1231,64359,63339,74733,2852,1174,3432,0.04431392656815675,0.01853518369409053,0.045923487615912646,-0.01584859926350627,0.1798891678113011,-0.02577874287406622,0.027388303921822118
2094,MPC,MPC US         d,1510295,2017,0001510295-18-000024,10-K,20171231,20180228,20180228,Marathon Petroleum Corp,1231,63339,74733,96504,1174,3432,2780,0.01853518369409053,0.045923487615912646,0.028807096078919008,0.1798891678113011,0.29131708883625707,0.027388303921822118,-0.01711639153699364
2095,MPC,MPC US         d,1510295,2018,0001510295-19-000014,10-K,20181231,20190228,20190228,Marathon Petroleum Corp,1231,74733,96504,111148,3432,2780,2637,0.045923487615912646,0.028807096078919008,0.023725123259077985,0.29131708883625707,0.15174500538837768,-0.01711639153699364,-0.005081972819841022
2096,MPC,MPC US         d,1510295,2019,0001510295-20-000006,10-K,20191231,20200228,20200228,Marathon Petroleum Corp,1231,96504,111148,69779,2780,2637,-9826,0.028807096078919008,0.023725123259077985,-0.1408160048152023,0.15174500538837768,-0.37219743045308956,-0.005081972819841022,-0.16454112807428029
2097,MPC,MPC US         d,1510295,2020,0001510295-21-000027,10-K,20201231,20210226,20210226,Marathon Petroleum Corp,1231,111148,69779,119983,2637,-9826,9738,0.023725123259077985,-0.1408160048152023,0.08116149787886617,-0.37219743045308956,0.71947147422577,-0.16454112807428029,0.22197750269406846
2098,MPC,MPC US         d,1510295,2021,0001510295-22-000011,10-K,20211231,20220224,20220224,Marathon Petroleum Corp,1231,69779,119983,177453.0,-9826,9738,14516.0,-0.1408160048152023,0.08116149787886617,0.08180194192264995,0.71947147422577,0.47898452280739773,0.22197750269406846,0.0006404440437837722
2099,MPC,MPC US         d,1510295,2022,0001510295-23-000012,10-K,20221231,20230223,20230223,Marathon Petroleum Corp,1231,119983,177453.0,0,9738,14516.0,0,0.08116149787886617,0.08180194192264995,,0.47898452280739773,-1.0,0.0006404440437837722,
2100,MPWR,MPWR US       d,1280452,2022,0001437749-23-004540,10-K,20221231,20230224,20230224,MONOLITHIC POWER SYSTEMS INC,1231,0,1794.15,0,0,437.67,0,,0.2439428141459744,,inf,-1.0,,
2101,MRK,MRK US         d,310158,2009,0000950123-10-018679,10-K,20091231,20100301,20100301,Merck & Co. Inc.,1231,0,27428,47267,0,12899,6168,,0.4702858392883185,0.1304927327733937,inf,0.7233119439988334,,-0.3397931065149248
2102,MRK,MRK US         d,310158,2012,0001193125-13-084618,10-K,20121231,20130228,20130228,Merck & Co. Inc.,1231,27428,47267,40122,12899,6168,2394,0.4702858392883185,0.1304927327733937,0.059668012561686856,0.7233119439988334,-0.1511625446929147,-0.3397931065149248,-0.07082472021170685
2103,MRK,MRK US         d,310158,2017,0000310158-18-000005,10-K,20171231,20180227,20180227,"Merck & Co., Inc.",1231,47267,40122,42294,6168,2394,6220,0.1304927327733937,0.059668012561686856,0.14706577765167636,-0.1511625446929147,0.05413488858980111,-0.07082472021170685,0.0873977650899895
2104,MRK,MRK US         d,310158,2018,0000310158-19-000014,10-K,20181231,20190227,20190227,"Merck & Co., Inc.",1231,40122,42294,39121,2394,6220,9843,0.059668012561686856,0.14706577765167636,0.2516039978528156,0.05413488858980111,-0.07502246181491465,0.0873977650899895,0.10453822020113926
2105,MRK,MRK US         d,310158,2019,0000310158-20-000005,10-K,20191231,20200226,20200226,"Merck & Co., Inc.",1231,42294,39121,41518,6220,9843,7067,0.14706577765167636,0.2516039978528156,0.1702153282913435,-0.07502246181491465,0.06127143989161831,0.10453822020113926,-0.08138866956147212
2106,MRK,MRK US         d,310158,2020,0000310158-21-000004,10-K,20201231,20210225,20210225,"Merck & Co., Inc.",1231,39121,41518,48704,9843,7067,13049,0.2516039978528156,0.1702153282913435,0.26792460578186594,0.06127143989161831,0.17308155498819788,-0.08138866956147212,0.09770927749052244
2107,MRK,MRK US         d,310158,2021,0000310158-22-000003,10-K,20211231,20220225,20220225,"Merck & Co., Inc.",1231,41518,48704,0,7067,13049,0,0.1702153282913435,0.26792460578186594,,0.17308155498819788,-1.0,0.09770927749052244,
2108,MRNA,MRNA US       d,1682852,2018,0001682852-19-000009,10-K,20181231,20190313,20190313,"Moderna, Inc.",1231,0,135.07,60.21,0,-384.73,-514.02,,-2.8483749167098544,-8.537120079720976,inf,-0.5542311394091951,,-5.688745163011122
2109,MRNA,MRNA US       d,1682852,2019,0001682852-20-000006,10-K,20191231,20200227,20200227,"Moderna, Inc.",1231,135.07,60.21,803.4,-384.73,-514.02,-747.06,-2.8483749167098544,-8.537120079720976,-0.9298730395817774,-0.5542311394091951,12.343298455406078,-5.688745163011122,7.607247040139199
2110,MRNA,MRNA US       d,1682852,2020,0001682852-21-000006,10-K,20201231,20210226,20210226,"Moderna, Inc.",1231,60.21,803.4,18471,-514.02,-747.06,12202,-8.537120079720976,-0.9298730395817774,0.660603107574035,12.343298455406078,21.991038088125464,7.607247040139199,1.5904761471558122
2111,MRNA,MRNA US       d,1682852,2021,0001682852-22-000012,10-K,20211231,20220225,20220225,"Moderna, Inc.",1231,803.4,18471,19263.0,-747.06,12202,8362.0,-0.9298730395817774,0.660603107574035,0.4340964543425219,21.991038088125464,0.042878025012181256,1.5904761471558122,-0.22650665323151303
2112,MRNA,MRNA US       d,1682852,2022,0001682852-23-000011,10-K,20221231,20230224,20230224,"Moderna, Inc.",1231,18471,19263.0,0,12202,8362.0,0,0.660603107574035,0.4340964543425219,,0.042878025012181256,-1.0,-0.22650665323151303,
2113,MRO,MRO US         d,101778,2001,0000899243-02-000577,10-K,20011231,20020311,Not found,MARATHON OIL CORP,1231,0,28671,27214,0,157,516,,0.005475916431237139,0.018960828985081207,inf,-0.05081789961982491,,0.013484912553844068
2114,MRO,MRO US         d,101778,2002,0000899243-03-000495,10-K,20021231,20030310,Not found,MARATHON OIL CORP,1231,28671,27214,45135,157,516,1261,0.005475916431237139,0.018960828985081207,0.027938407001218565,-0.05081789961982491,0.6585213493055045,0.013484912553844068,0.008977578016137359
2115,MRO,MRO US         d,101778,2004,0001047469-05-006086,10-K,20041231,20050310,20050310,MARATHON OIL CORP,1231,27214,45135,58271,516,1261,3032,0.018960828985081207,0.027938407001218565,0.05203274356026154,0.6585213493055045,0.29103799711975187,0.008977578016137359,0.024094336559042973
2116,MRO,MRO US         d,101778,2005,0000950129-06-002297,10-K,20051231,20060306,20060306,MARATHON OIL CORP,1231,45135,58271,59917,1261,3032,5234,0.027938407001218565,0.05203274356026154,0.08735417327302769,0.29103799711975187,0.0282473271438623,0.024094336559042973,0.03532142971276615
2117,MRO,MRO US         d,101778,2006,0001047469-07-001533,10-K,20061231,20070301,20070301,MARATHON OIL CORP,1231,58271,59917,59621,3032,5234,3956,0.05203274356026154,0.08735417327302769,0.06635245970379565,0.0282473271438623,-0.004940167231336682,0.03532142971276615,-0.02100171356923204
2118,MRO,MRO US         d,101778,2007,0001193125-08-043692,10-K,20071231,20080229,20080229,MARATHON OIL CORP,1207,59917,59621,71877,5234,3956,3528,0.08735417327302769,0.06635245970379565,0.04908385157978213,-0.004940167231336682,0.20556515321782592,-0.02100171356923204,-0.01726860812401352
2119,MRO,MRO US         d,101778,2008,0001193125-09-041003,10-K,20081231,20090227,20090227,MARATHON OIL CORP,1029,59621,71877,8614,3956,3528,1463,0.06635245970379565,0.04908385157978213,0.1698397956814488,0.20556515321782592,-0.8801563782573006,-0.01726860812401352,0.12075594410166668
2120,MRO,MRO US         d,101778,2009,0001193125-10-042898,10-K,20091231,20100226,20100226,MARATHON OIL CORP,1029,71877,8614,11763,3528,1463,2568,0.04908385157978213,0.1698397956814488,0.21831165519000256,-0.8801563782573006,0.3655676805200836,0.12075594410166668,0.04847185950855376
2121,MRO,MRO US         d,101778,2010,0001193125-11-047891,10-K,20101231,20110228,20110225,MARATHON OIL CORP,1231,8614,11763,14717,1463,2568,2946,0.1698397956814488,0.21831165519000256,0.20017666644017124,0.3655676805200836,0.25112641332993285,0.04847185950855376,-0.018134988749831327
2122,MRO,MRO US         d,101778,2011,0001193125-12-088742,10-K,20111231,20120229,20120229,MARATHON OIL CORP,1231,11763,14717,11989,2568,2946,1582,0.21831165519000256,0.20017666644017124,0.13195429143381432,0.25112641332993285,-0.1853638649181219,-0.018134988749831327,-0.06822237500635692
2123,MRO,MRO US         d,101778,2012,0000101778-13-000006,10-K,20121231,20130222,20130222,MARATHON OIL CORP,1231,14717,11989,11389,2946,1582,1753,0.20017666644017124,0.13195429143381432,0.15392044955658968,-0.1853638649181219,-0.05004587538577029,-0.06822237500635692,0.02196615812277536
2124,MRO,MRO US         d,101778,2013,0000101778-14-000014,10-K,20131231,20140228,20140228,MARATHON OIL CORP,1231,11989,11389,10924,1582,1753,3046,0.13195429143381432,0.15392044955658968,0.27883559135847674,-0.05004587538577029,-0.040828869962244274,0.02196615812277536,0.12491514180188706
2125,MRO,MRO US         d,101778,2014,0000101778-15-000007,10-K,20141231,20150302,20150302,MARATHON OIL CORP,1231,11389,10924,4688,1753,3046,-2204,0.15392044955658968,0.27883559135847674,-0.47013651877133106,-0.040828869962244274,-0.5708531673379714,0.12491514180188706,-0.7489721101298078
2126,MRO,MRO US         d,101778,2015,0000101778-16-000047,10-K,20151231,20160225,20160225,MARATHON OIL CORP,1231,10924,4688,3223,3046,-2204,-2140,0.27883559135847674,-0.47013651877133106,-0.6639776605646913,-0.5708531673379714,-0.3125,-0.7489721101298078,-0.19384114179336026
2127,MRO,MRO US         d,101778,2016,0000101778-17-000046,10-K,20161231,20170224,20170224,MARATHON OIL CORP,1231,4688,3223,4487,-2204,-2140,-5723,-0.47013651877133106,-0.6639776605646913,-1.2754624470693114,-0.3125,0.3921811976419485,-0.19384114179336026,-0.6114847865046201
2128,MRO,MRO US         d,101778,2017,0000101778-18-000026,10-K,20171231,20180222,20180222,MARATHON OIL CORP,1231,3223,4487,6052,-2140,-5723,1096,-0.6639776605646913,-1.2754624470693114,0.1810971579643093,0.3921811976419485,0.34878537998662806,-0.6114847865046201,1.4565596050336207
2129,MRO,MRO US         d,101778,2018,0000101778-19-000022,10-K,20181231,20190221,20190221,MARATHON OIL CORP,1231,4487,6052,5125,-5723,1096,480,-1.2754624470693114,0.1810971579643093,0.09365853658536585,0.34878537998662806,-0.153172504957039,1.4565596050336207,-0.08743862137894345
2130,MRO,MRO US         d,101778,2019,0000101778-20-000023,10-K,20191231,20200220,20200220,MARATHON OIL CORP,1231,6052,5125,3122,1096,480,-1451,0.1810971579643093,0.09365853658536585,-0.46476617552850735,-0.153172504957039,-0.39082926829268294,-0.08743862137894345,-0.5584247121138732
