TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,REVENUE,INCOME,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END
HSY,HSY US         d,47111,2019,7986.25,1149.69,0000047111-20-000007,10-K,20191231,20200220,20200220,HERSHEY CO,1231
HSY,HSY US         d,47111,2020,8149.72,1278.71,0000047111-21-000007,10-K,20201231,20210217,20210217,HERSHEY CO,1231
HSY,HSY US         d,47111,2021,8971.34,1477.51,0000047111-22-000017,10-K,20211231,20220218,20220218,HERSHEY CO,1231
HSY,HSY US         d,47111,2022,10419.29,1644.82,0000047111-23-000012,10-K,20221231,20230217,20230217,HERSHEY CO,1231
HUBB,HUBB US       d,48898,2006,2414.3,158.1,0000950123-07-002818,10-K,20061231,20070227,20070227,HUBBELL INC,1231
HWM,HWM US        d,4281,2010, , ,0001193125-11-039230,10-K,20101231,20110217,20110217,ALCOA INC,1231
HWM,HWM US        d,4281,2011, , ,0001193125-12-065493,10-K,20111231,20120216,20120926,ALCOA INC,1231
HWM,HWM US        d,4281,2012, , ,0001193125-13-062916,10-K,20121231,20130215,20130829,ALCOA INC,1231
HWM,HWM US        d,4281,2012, , ,0001193125-13-065466,10-K/A,20121231,20130219,20130219,ALCOA INC,1231
HWM,HWM US        d,4281,2013,11997,-63,0001193125-14-051516,10-K,20131231,20140213,20140604,ALCOA INC,1231
HWM,HWM US        d,4281,2014,12542,268,0001193125-15-054376,10-K,20141231,20150219,20150219,ALCOA INC.,1231
HWM,HWM US        d,4281,2018,14014,642,0000004281-19-000031,10-K,20181231,20190221,20190221,Arconic Inc.,1231
HWM,HWM US        d,4281,2019,7098,470,0000004281-20-000038,10-K,20191231,20200227,20200226,Arconic Inc.,1231
HWM,HWM US        d,4281,2020,5259,261,0000004281-21-000049,10-K,20201231,20210216,20210216,Howmet Aerospace Inc.,1231
ICE,ICE US          d,1571949,2015,3338,1274,0001571949-16-000020,10-K,20151231,20160204,20160204,"Intercontinental Exchange, Inc.",1231
ICE,ICE US          d,1571949,2016,4512,1430,0001571949-17-000003,10-K,20161231,20170207,20170207,"Intercontinental Exchange, Inc.",1231
ICE,ICE US          d,1571949,2017,4638,2526,0001571949-18-000003,10-K,20171231,20180207,20180207,"Intercontinental Exchange, Inc.",1231
ICE,ICE US          d,1571949,2018,4979,1988,0001571949-19-000003,10-K,20181231,20190207,20190207,"Intercontinental Exchange, Inc.",1231
ICE,ICE US          d,1571949,2019,5202,1933,0001571949-20-000003,10-K,20191231,20200206,20200206,"Intercontinental Exchange, Inc.",1231
ICE,ICE US          d,1571949,2020,6036,2089,0001571949-21-000003,10-K,20201231,20210204,20210204,"Intercontinental Exchange, Inc.",1231
ICE,ICE US          d,1571949,2021,7146,4058,0001571949-22-000006,10-K,20211231,20220203,20220203,"Intercontinental Exchange, Inc.",1231
ICE,ICE US          d,1571949,2022,7292,1446,0001571949-23-000006,10-K,20221231,20230202,20230202,"Intercontinental Exchange, Inc.",1231
IDXX,IDXX US        d,874716,2019,2406.91,427.72,0000874716-20-000006,10-K,20191231,20200214,20200214,IDEXX LABORATORIES INC /DE,1231
IDXX,IDXX US        d,874716,2020,2706.66,581.78,0000874716-21-000008,10-K,20201231,20210212,20210212,IDEXX LABORATORIES INC /DE,1231
IDXX,IDXX US        d,874716,2022,3367.32,679.09,0000874716-23-000006,10-K,20221231,20230216,20230216,IDEXX LABORATORIES INC /DE,1231
IEX,IEX US          d,832101,2009,1329.66,113.39,0000950123-10-019117,10-K,20091231,20100301,20100301,IDEX CORP /DE/,1231
IEX,IEX US          d,832101,2011,1838.45,193.86,0001193125-12-078246,10-K,20111231,20120224,20120224,IDEX CORP /DE/,1231
IEX,IEX US          d,832101,2013,2024.13,255.22,0001445305-14-000435,10-K,20131231,20140213,20140213,IDEX CORP /DE/,1231
IEX,IEX US          d,832101,2016,2113.04,271.11,0000832101-17-000016,10-K,20161231,20170223,20170223,IDEX CORP /DE/,1231
IEX,IEX US          d,832101,2018,2483.67,410.57,0000832101-19-000005,10-K,20181231,20190228,20190228,IDEX CORP /DE/,1231
IEX,IEX US          d,832101,2019,2494.57,425.52,0000832101-20-000007,10-K,20191231,20200221,20200221,IDEX CORP /DE/,1231
IEX,IEX US          d,832101,2020,2351.65,377.78,0000832101-21-000017,10-K,20201231,20210225,20210225,IDEX CORP /DE/,1231
IEX,IEX US          d,832101,2021,2764.8,449.4,0000832101-22-000008,10-K,20211231,20220224,20220224,IDEX CORP /DE/,1231
IEX,IEX US          d,832101,2022,3181.9,586.9,0000832101-23-000013,10-K,20221231,20230223,20230223,IDEX CORP /DE/,1231
ILMN,ILMN US        d,1110803,2002,10.04,-40.33,0000936392-03-000348,10-K,20021229,20030327,Not found,ILLUMINA INC,1231
ILMN,ILMN US        d,1110803,2003,28.03,-27.06,0000936392-04-000205,10-K,20031228,20040312,Not found,ILLUMINA INC,1231
ILMN,ILMN US        d,1110803,2006,258.09,19.09,0000936392-06-000185,10-K,20060101,20060306,20060306,ILLUMINA INC,101
ILMN,ILMN US        d,1110803,2006,258.09,19.09,0000936392-07-000158,10-K,20061231,20070228,20070228,ILLUMINA INC,101
ILMN,ILMN US        d,1110803,2007,366.8,-278.36,0000936392-08-000144,10-K,20071230,20080226,20080226,ILLUMINA INC,101
ILMN,ILMN US        d,1110803,2010,666.32,72.28,0000950123-10-018433,10-K,20100103,20100226,20100226,ILLUMINA INC,1228
ILMN,ILMN US        d,1110803,2011,902.74,124.89,0000950123-11-019925,10-K,20110102,20110228,20110228,ILLUMINA INC,103
INCY,INCY US        d,879169,2005,7.85,-103.04,0001104659-06-013846,10-K,20051231,20060303,20060303,INCYTE CORP,1231
INCY,INCY US        d,879169,2006,27.64,-74.17,0001104659-07-015059,10-K,20061231,20070228,20070228,INCYTE CORP,1231
INCY,INCY US        d,879169,2007,34.44,-86.88,0001047469-08-002303,10-K,20071231,20080306,20080306,INCYTE CORP,1231
INCY,INCY US        d,879169,2008,3.92,-178.92,0001047469-09-002189,10-K,20081231,20090303,20090303,INCYTE CORP,1231
INCY,INCY US        d,879169,2010,169.88,-31.85,0001047469-11-001198,10-K,20101231,20110223,20110223,INCYTE CORP,1231
INCY,INCY US        d,879169,2011,94.46,-186.54,0001047469-12-001295,10-K,20111231,20120222,20120222,INCYTE CORP,1231
INCY,INCY US        d,879169,2012,297.06,-44.32,0001047469-13-001393,10-K,20121231,20130221,20130221,INCYTE CORP,1231
INCY,INCY US        d,879169,2013,354.95,-83.15,0001047469-14-001174,10-K,20131231,20140221,20140221,INCYTE CORP,1231
INCY,INCY US        d,879169,2014,511.5,-48.48,0001047469-15-000858,10-K,20141231,20150217,20150217,INCYTE CORP,1231
INCY,INCY US        d,879169,2015,753.75,6.53,0001558370-16-003196,10-K,20151231,20160212,20160212,INCYTE CORP,1231
INCY,INCY US        d,879169,2016,1105.72,104.22,0001558370-17-000594,10-K,20161231,20170214,20170214,INCYTE CORP,1231
INCY,INCY US        d,879169,2017,1536.22,-313.14,0001558370-18-000722,10-K,20171231,20180215,20180215,INCYTE CORP,1231
INCY,INCY US        d,879169,2018,1881.88,109.49,0001558370-19-000682,10-K,20181231,20190214,20190214,INCYTE CORP,1231
INCY,INCY US        d,879169,2019,2158.76,446.91,0001558370-20-000774,10-K,20191231,20200213,20200213,INCYTE CORP,1231
INCY,INCY US        d,879169,2020,2666.7,-295.7,0001558370-21-000825,10-K,20201231,20210209,20210209,INCYTE CORP,1231
INCY,INCY US        d,879169,2021,2986.27,948.58,0001558370-22-000902,10-K,20211231,20220208,20220208,INCYTE CORP,1231
INCY,INCY US        d,879169,2022,3394.64,340.66,0000879169-23-000008,10-K,20221231,20230207,20230207,INCYTE CORP,1231
IPG,IPG US         d,51644,2021,10240.7,952.8,0000051644-22-000010,10-K,20211231,20220222,20220222,"INTERPUBLIC GROUP OF COMPANIES, INC.",1231
IPG,IPG US         d,51644,2022,10927.8,938,0000051644-23-000010,10-K,20221231,20230221,20230221,"INTERPUBLIC GROUP OF COMPANIES, INC.",1231
IQV,IQV US         d,1478242,2013,5099.55,226.59,0001193125-14-050071,10-K,20131231,20140213,20140213,Quintiles Transnational Holdings Inc.,1231
IQV,IQV US         d,1478242,2014,5460,357,0001193125-15-045845,10-K,20141231,20150212,20150212,Quintiles Transnational Holdings Inc.,1231
IQV,IQV US         d,1478242,2015,5737,387,0001564590-16-012629,10-K,20151231,20160211,20160211,Quintiles Transnational Holdings Inc.,1231
IQV,IQV US         d,1478242,2016,6815,72,0001193125-17-046709,10-K,20161231,20170216,20170216,"Quintiles IMS Holdings, Inc.",1231
IQV,IQV US         d,1478242,2017,9702,1277,0001564590-18-002340,10-K,20171231,20180216,20180216,IQVIA HOLDINGS INC.,1231
IQV,IQV US         d,1478242,2018,10412,259,0001564590-19-003180,10-K,20181231,20190219,20190219,IQVIA HOLDINGS INC.,1231
IQV,IQV US         d,1478242,2019,11088,191,0001564590-20-004901,10-K,20191231,20200218,20200218,IQVIA HOLDINGS INC.,1231
IQV,IQV US         d,1478242,2020,11359,279,0001478242-21-000020,10-K,20201231,20210212,20210212,IQVIA HOLDINGS INC.,1231
IQV,IQV US         d,1478242,2021,13874,966,0001478242-22-000041,10-K,20211231,20220216,20220216,IQVIA HOLDINGS INC.,1231
IQV,IQV US         d,1478242,2022,14410,1091,0001478242-23-000044,10-K,20221231,20230215,20230215,IQVIA HOLDINGS INC.,1231
IRM,IRM US         d,1020569,2006,2350.34,128.86,0001104659-07-015493,10-K,20061231,20070301,20070301,IRON MOUNTAIN INC,1231
IRM,IRM US         d,1020569,2008,3055.13,82.04,0001047469-09-002067,10-K,20081231,20090302,20090302,IRON MOUNTAIN INC,1231
IRM,IRM US         d,1020569,2009,2774.38,217.95,0001047469-10-001537,10-K,20091231,20100226,20100226,IRON MOUNTAIN INC,1231
IRM,IRM US         d,1020569,2010,2892.35,-57.59,0001047469-11-001600,10-K,20101231,20110301,20110301,IRON MOUNTAIN INC,1231
IRM,IRM US         d,1020569,2011,3014.7,395.54,0001047469-12-001785,10-K,20111231,20120228,20120228,IRON MOUNTAIN INC,1231
IRM,IRM US         d,1020569,2012,3003.96,170.92,0001047469-13-002039,10-K,20121231,20130301,20130301,IRON MOUNTAIN INC,1231
IRM,IRM US         d,1020569,2013,3024.62,96.46,0001047469-14-001562,10-K,20131231,20140228,20140228,IRON MOUNTAIN INC,1231
IRM,IRM US         d,1020569,2015,3007.98,123.24,0001020569-16-000013,10-K,20151231,20160226,20160226,IRON MOUNTAIN INC,1231
IRM,IRM US         d,1020569,2019,4262.58,267.38,0001020569-20-000029,10-K,20191231,20200213,20200213,IRON MOUNTAIN INC,1231
ISRG,ISRG US        d,1035267,2011,1757.3,495.1,0001193125-12-039226,10-K,20111231,20120206,20120203,INTUITIVE SURGICAL INC,1231
ISRG,ISRG US        d,1035267,2012,2178.8,656.6,0001193125-13-036675,10-K,20121231,20130204,20130204,INTUITIVE SURGICAL INC,1231
ISRG,ISRG US        d,1035267,2014,2131.7,418.8,0001035267-15-000014,10-K,20141231,20150206,20150205,INTUITIVE SURGICAL INC,1231
ISRG,ISRG US        d,1035267,2017,3138.2,670.9,0001035267-18-000013,10-K,20171231,20180202,20180202,INTUITIVE SURGICAL INC,1231
ISRG,ISRG US        d,1035267,2018,3724.2,1127.9,0001035267-19-000012,10-K,20181231,20190204,20190204,INTUITIVE SURGICAL INC,1231
ISRG,ISRG US        d,1035267,2019,4478.5,1379.3,0001035267-20-000032,10-K,20191231,20200207,20200207,INTUITIVE SURGICAL INC,1231
ISRG,ISRG US        d,1035267,2020,4358.4,1060.6,0001035267-21-000028,10-K,20201231,20210210,20210209,INTUITIVE SURGICAL INC,1231
ISRG,ISRG US        d,1035267,2021,5710.1,1704.6,0001035267-22-000014,10-K,20211231,20220203,20220203,INTUITIVE SURGICAL INC,1231
ISRG,ISRG US        d,1035267,2022,6222.2,1322.3,0001035267-23-000019,10-K,20221231,20230210,20230210,INTUITIVE SURGICAL INC,1231
IVZ,IVZ US          d,914208,2008,3249.6,481.7,0000914208-09-000511,10-K,20081231,20090227,20090227,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2009,2627.3,322.5,0000950123-10-017949,10-K,20091231,20100226,20100226,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2010,3487.7,465.7,0000950123-11-018684,10-K,20101231,20110225,20110225,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2011,3982.3,729.7,0000914208-12-000332,10-K,20111231,20120224,20120224,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2012,4050.4,677.1,0000914208-13-000308,10-K,20121231,20130222,20130222,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2013,4644.6,940.3,0000914208-14-000271,10-K,20131231,20140221,20140221,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2014,5147.1,988.1,0000914208-15-000293,10-K,20141231,20150220,20150220,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2015,5122.9,968.1,0000914208-16-000846,10-K,20151231,20160219,20160219,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2016,4734.4,854.2,0000914208-17-000328,10-K,20161231,20170223,20170223,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2017,5160.3,1127.3,0000914208-18-000255,10-K,20171231,20180223,20180223,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2018,5314.1,882.8,0000914208-19-000195,10-K,20181231,20190222,20190221,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2019,6117.4,688.3,0000914208-20-000245,10-K,20191231,20200302,20200302,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2020,6145.6,761.6,0000914208-21-000331,10-K,20201231,20210219,20210219,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2021,6894.5,1629.8,0000914208-22-000319,10-K,20211231,20220218,20220218,Invesco Ltd.,1231
IVZ,IVZ US          d,914208,2022,6048.9,920.7,0000914208-23-000297,10-K,20221231,20230223,20230222,Invesco Ltd.,1231
J,J US            d,52988,2000,3418.94,50.98,0000898430-00-003950,10-K,20000930,20001227,Not found,JACOBS ENGINEERING GROUP INC /DE/,930
J,J US            d,52988,2005,5635,131.61,0001193125-05-241653,10-K,20050930,20051213,20060509,JACOBS ENGINEERING GROUP INC /DE/,930
J,J US            d,52988,2008,11252.16,420.74,0001193125-08-244600,10-K,20080930,20081126,20081126,JACOBS ENGINEERING GROUP INC /DE/,930
J,J US            d,52988,2009,11467.38,399.85,0001193125-09-239188,10-K,20091002,20091120,20091120,JACOBS ENGINEERING GROUP INC /DE/,930
J,J US            d,52988,2010,9915.52,245.97,0001193125-10-267422,10-K,20101001,20101123,20101123,JACOBS ENGINEERING GROUP INC /DE/,1001
J,J US            d,52988,2011,10381.66,331.03,0001193125-11-318681,10-K,20110930,20111121,20111121,JACOBS ENGINEERING GROUP INC /DE/,930
J,J US            d,52988,2014,12695.16,328.11,0000052988-14-000173,10-K,20140926,20141124,20141121,JACOBS ENGINEERING GROUP INC /DE/,926
J,J US            d,52988,2015,12114.83,302.97,0000052988-15-000155,10-K,20151002,20151124,20151123,JACOBS ENGINEERING GROUP INC /DE/,1002
J,J US            d,52988,2016,10964.16,210.46,0001564590-16-029571,10-K,20160930,20161122,20161122,JACOBS ENGINEERING GROUP INC /DE/,930
J,J US            d,52988,2017,6330.13,293.73,0001564590-17-024192,10-K,20170929,20171121,20171121,JACOBS ENGINEERING GROUP INC /DE/,930
J,J US            d,52988,2018,10579.77,163.43,0000052988-18-000036,10-K,20180928,20181121,20181121,JACOBS ENGINEERING GROUP INC /DE/,929
J,J US            d,52988,2019,12737.87,847.98,0000052988-19-000069,10-K,20190927,20191125,20191125,JACOBS ENGINEERING GROUP INC /DE/,927
J,J US            d,52988,2020,13566.98,491.85,0000052988-20-000070,10-K,20201002,20201124,20201124,JACOBS ENGINEERING GROUP INC /DE/,1002
J,J US            d,52988,2021,14092.63,477.03,0000052988-21-000065,10-K,20211001,20211123,20211123,JACOBS ENGINEERING GROUP INC /DE/,1001
J,J US            d,52988,2022,14922.83,644.04,0000052988-22-000111,10-K,20220930,20221121,20221121,JACOBS SOLUTIONS INC.,930
J,J US            d,52988,2023,16352.41,665.78,0000052988-23-000084,10-K,20230929,20231121,20231121,JACOBS SOLUTIONS INC.,929
JBL,JBL US         d,898293,2007,12290.59,73.24,0001193125-07-225859,10-K,20070831,20071025,20071025,JABIL CIRCUIT INC,831
JBL,JBL US         d,898293,2008,12779.7,133.89,0001193125-08-219096,10-K,20080831,20081029,20081029,JABIL CIRCUIT INC,831
JBL,JBL US         d,898293,2009,11684.54,-1165.21,0000950123-09-052410,10-K,20090831,20091022,20091022,JABIL CIRCUIT INC,831
JBL,JBL US         d,898293,2010,13409.41,168.84,0000950123-10-094969,10-K,20100831,20101021,20101021,JABIL CIRCUIT INC,831
JBL,JBL US         d,898293,2011,16518.83,381.06,0001193125-11-284229,10-K,20110831,20111027,20111027,JABIL CIRCUIT INC,831
JBL,JBL US         d,898293,2012,16140.71,394.69,0001193125-12-435503,10-K,20120831,20121025,20121025,JABIL CIRCUIT INC,831
JBL,JBL US         d,898293,2013,17249.49,371.48,0001193125-13-413660,10-K,20130831,20131028,20131028,JABIL CIRCUIT INC,831
JBL,JBL US         d,898293,2016,18353.09,254.1,0001193125-16-742815,10-K,20160831,20161020,20161020,JABIL CIRCUIT INC,831
JBL,JBL US         d,898293,2017,19063.12,129.09,0001193125-17-313834,10-K,20170831,20171019,20171019,JABIL INC,831
JBL,JBL US         d,898293,2018,22095.42,86.33,0001193125-18-303041,10-K,20180831,20181019,20181019,JABIL INC,831
JBL,JBL US         d,898293,2019,25282.32,287.11,0001193125-19-271646,10-K,20190831,20191022,20191022,JABIL INC,831
JBL,JBL US         d,898293,2020,27266.44,53.91,0001193125-20-274411,10-K,20200831,20201022,20201022,JABIL INC,831
JBL,JBL US         d,898293,2021,29285,696,0001193125-21-305429,10-K,20210831,20211022,20211022,JABIL INC,831
JBL,JBL US         d,898293,2022,33478,996,0001193125-22-268383,10-K,20220831,20221025,20221025,JABIL INC,831
JBL,JBL US         d,898293,2023,34702,818,0001193125-23-259599,10-K,20230831,20231020,20231020,JABIL INC,831
JCI,JCI US          d,833444,2004,38411,2879,0001047469-04-036967,10-K,20040930,20041214,20041214,TYCO INTERNATIONAL LTD /BER/,930
JCI,JCI US          d,833444,2005,39305,3019,0001047469-05-028024,10-K,20050930,20051209,20051209,TYCO INTERNATIONAL LTD /BER/,930
JCI,JCI US          d,833444,2006,17336,3590,0001047469-06-014899,10-K,20060929,20061211,20061211,TYCO INTERNATIONAL LTD /BER/,930
JCI,JCI US          d,833444,2007,18477,-1742,0001047469-07-009551,10-K,20070928,20071127,20071127,TYCO INTERNATIONAL LTD /BER/,929
JCI,JCI US          d,833444,2008,20199,1553,0001047469-08-012419,10-K,20080926,20081119,20081119,TYCO INTERNATIONAL LTD /BER/,929
JCI,JCI US          d,833444,2011,10557,1719,0001047469-11-009619,10-K,20110930,20111116,20111116,TYCO INTERNATIONAL LTD,925
JCI,JCI US          d,833444,2013,10058,536,0000833444-13-000045,10-K,20130927,20131114,20131114,TYCO INTERNATIONAL LTD,927
JCI,JCI US          d,833444,2014,38749,1215,0000833444-14-000124,10-K,20140926,20141114,20141113,TYCO INTERNATIONAL LTD,927
JCI,JCI US          d,833444,2015,17100,1563,0000833444-15-000091,10-K,20150925,20151113,20151113,TYCO INTERNATIONAL plc,926
JKHY,JKHY US        d,779152,2001,366.9,55.63,0000926236-01-500169,10-K,20010630,20010925,Not found,HENRY JACK & ASSOCIATES INC,630
JKHY,JKHY US        d,779152,2002,396.66,57.06,0000926236-02-000174,10-K,20020630,20020926,Not found,HENRY JACK & ASSOCIATES INC,630
JKHY,JKHY US        d,779152,2004,467.42,62.31,0000926236-04-000130,10-K,20040630,20040830,20040830,HENRY JACK & ASSOCIATES INC,630
JKHY,JKHY US        d,779152,2006,592.21,89.92,0000926236-06-000116,10-K,20060630,20060912,20060912,HENRY JACK & ASSOCIATES INC,630
JKHY,JKHY US        d,779152,2007,666.47,104.68,0000926236-07-000089,10-K,20070630,20070830,20070830,HENRY JACK & ASSOCIATES INC,630
JKHY,JKHY US        d,779152,2008,742.93,104.22,0000926236-08-000050,10-K,20080630,20080829,20080828,HENRY JACK & ASSOCIATES INC,630
JKHY,JKHY US        d,779152,2009,745.59,103.1,0000926236-09-000039,10-K,20090630,20090828,20090828,HENRY JACK & ASSOCIATES INC,630
JNJ,JNJ US         d,200406,2019,82059,15119,0000200406-20-000010,10-K,20191229,20200218,20200218,JOHNSON & JOHNSON,1229
JNJ,JNJ US         d,200406,2021,82584,14714,0000200406-21-000008,10-K,20210103,20210222,20210222,JOHNSON & JOHNSON,103
JNJ,JNJ US         d,200406,2022,93775,20878,0000200406-22-000022,10-K,20220102,20220217,20220217,JOHNSON & JOHNSON,102
JNJ,JNJ US         d,200406,2023,165149,53094,0000200406-23-000016,10-K,20230101,20230216,20230216,JOHNSON & JOHNSON,101
KDP,KDP US         d,1418135,2022,14057,1436,0001418135-23-000003,10-K,20221231,20230223,20230223,Keurig Dr Pepper Inc.,1231
KEYS,KEYS US      dS,1601046,2014,2933,392,0001601046-14-000008,10-K,20141031,20141222,20141222,"Keysight Technologies, Inc.",1031
KEYS,KEYS US      dS,1601046,2016,2918,335,0001601046-16-000077,10-K,20161031,20161219,20161219,"Keysight Technologies, Inc.",1031
KEYS,KEYS US      dS,1601046,2017,3189,102,0001601046-17-000033,10-K,20171031,20171220,20171220,"Keysight Technologies, Inc.",1031
KEYS,KEYS US      dS,1601046,2018,3878,165,0001601046-18-000030,10-K,20181031,20181218,20181218,"Keysight Technologies, Inc.",1031
KEYS,KEYS US      dS,1601046,2019,4303,621,0001601046-19-000110,10-K,20191031,20191218,20191218,"Keysight Technologies, Inc.",1031
KEYS,KEYS US      dS,1601046,2020,4221,627,0001601046-20-000154,10-K,20201031,20201217,20201217,"Keysight Technologies, Inc.",1031
KEYS,KEYS US      dS,1601046,2021,4941,894,0001601046-21-000197,10-K,20211031,20211217,20211217,"Keysight Technologies, Inc.",1031
KEYS,KEYS US      dS,1601046,2022,5420,1124,0001601046-22-000161,10-K,20221031,20221215,20221215,"Keysight Technologies, Inc.",1031
KEYS,KEYS US      dS,1601046,2023,5464,1057,0001601046-23-000134,10-K,20231031,20231215,20231215,"Keysight Technologies, Inc.",1031
KHC,KHC US         d,1637459,2016,53747,5357,0001637459-16-000100,10-K,20160103,20160303,20160303,Kraft Heinz Co,103
KHC,KHC US         d,1637459,2019,24977,1935,0001637459-20-000027,10-K,20191228,20200214,20200214,Kraft Heinz Co,1228
KHC,KHC US         d,1637459,2020,26185,356,0001637459-21-000009,10-K,20201226,20210217,20210217,Kraft Heinz Co,1226
KHC,KHC US         d,1637459,2021,26042,1012,0001637459-22-000018,10-K,20211225,20220217,20220217,Kraft Heinz Co,1225
KIM,KIM US         d,879101,1999,443.07,176.78,0000889812-00-001375,10-K405,19991231,20000328,Not found,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2000,469.52,205.03,0001125282-01-000957,10-K,20001231,20010316,Not found,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2001,460.52,236.54,0001125282-02-000906,10-K405,20011231,20020322,Not found,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2002,464.26,245.67,0001125282-03-002483,10-K,20021231,20030327,Not found,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2003,530.06,307.88,0001125282-04-000976,10-K,20031231,20040310,Not found,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2004,558.24,297.14,0001125282-05-001161,10-K,20041231,20050307,20050307,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2005,625.77,363.63,0001125282-06-001456,10-K,20051231,20060307,20060307,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2006,724.11,428.26,0000950123-07-002925,10-K,20061231,20070228,20070228,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2007,822.1,442.83,0001398432-08-000075,10-K,20071231,20080228,20080228,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2009,817.51,-3.94,0001398432-10-000145,10-K,20091231,20100301,20100301,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2019,1158.88,410.61,0001437749-20-003500,10-K,20191231,20200225,20200225,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2020,1057.89,1000.83,0001437749-21-003766,10-K,20201231,20210223,20210223,KIMCO REALTY CORP,1231
KIM,KIM US         d,879101,2021,1364.59,844.06,0001437749-22-004700,10-K,20211231,20220301,20220228,KIMCO REALTY CORP,1231
KMI,KMI US         d,1506307,2010,7852,-41,0001506307-11-000009,10-K,20101231,20110302,20110302,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2012,9973,315,0001135017-12-000009,10-K,20120222,20120223,20120222,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2012,9973,315,0001506307-13-000015,10-K,20121231,20130301,20130301,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2013,14070,1193,0001506307-14-000010,10-K,20131231,20140224,20140221,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2014,16226,1026,0001506307-15-000014,10-K,20141231,20150223,20150223,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2015,14403,253,0001506307-16-000072,10-K,20151231,20160216,20160216,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2016,13058,708,0001506307-17-000008,10-K,20161231,20170210,20170210,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2017,13705,183,0001506307-18-000010,10-K,20171231,20180209,20180209,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2019,13209,2190,0001506307-20-000022,10-K,20191231,20200212,20200211,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2020,11700,119,0001506307-21-000022,10-K,20201231,20210205,20210205,"KINDER MORGAN, INC.",1231
KMI,KMI US         d,1506307,2021,16610,1784,0001506307-22-000018,10-K,20211231,20220207,20220207,"KINDER MORGAN, INC.",1231
KMX,KMX US         d,1170010,2011,8975.55,377.5,0001170010-11-000050,10-K/A,20110228,20110624,20110624,CARMAX INC,1127
KMX,KMX US         d,1170010,2012,10003.6,413.8,0001193125-12-182512,10-K,20120229,20120425,20120425,CARMAX INC,228
KMX,KMX US         d,1170010,2014,12574.3,492.59,0001170010-14-000017,10-K,20140228,20140425,20140425,CARMAX INC,215
KMX,KMX US         d,1170010,2015,14268.72,597.36,0001170010-15-000008,10-K,20150228,20150424,20150424,CARMAX INC,228
KMX,KMX US         d,1170010,2016,15149.68,623.43,0001170010-16-000117,10-K,20160229,20160422,20160422,CARMAX INC,229
KMX,KMX US         d,1170010,2017,15875.12,626.97,0001170010-17-000053,10-K,20170228,20170421,20170421,CARMAX INC,228
KMX,KMX US         d,1170010,2018,17120.21,664.11,0001170010-18-000054,10-K,20180228,20180424,20180424,CARMAX INC,228
KMX,KMX US         d,1170010,2019,18173.1,842.41,0001170010-19-000040,10-K,20190228,20190419,20190419,CARMAX INC,228
KMX,KMX US         d,1170010,2020,20319.99,888.43,0001170010-20-000033,10-K,20200229,20200421,20200421,CARMAX INC,229
KMX,KMX US         d,1170010,2021,18950.15,746.92,0001170010-21-000053,10-K,20210228,20210420,20210420,CARMAX INC,228
KMX,KMX US         d,1170010,2022,31900.41,1151.3,0001170010-22-000017,10-K,20220228,20220414,20220414,CARMAX INC,228
KMX,KMX US         d,1170010,2023,29684.87,484.76,0001170010-23-000010,10-K,20230228,20230413,20230413,CARMAX INC,228
